SaleID,DateSold,Address,City,State,Zip,Beds,Baths,SqFt,LotAcres,YearBuilt,SalePrice,PropertyType,Latitude,Longitude,AgentName,ListingOffice,DaysOnMarket
HS0149,2019-11-20,4815 Cedar Ct,Albany,NY,61712,5,4.0,2178,0.81,1991,230380,Single Family,42.65631,-73.76767,Morgan Patel,Lakeside Properties,168
HS0303,2020-09-26,4672 Meadow Rd,Phoenix,AZ,27048,3,2.3,1820,1.32,2019,221399,Single Family,33.442169,-112.13263,Alex Morgan,Urban Homes,83
HS0629,2024-04-03,2545 Park Ln,Seattle,WA,39743,2,1.6,1436,8.57,1996,345926,Townhouse,47.558021,-122.389843,Sam Carter,Hearthstone Realty,203
HS0778,2022-06-30,3263 Chestnut Blvd,Phoenix,AZ,35936,2,1.1,1806,0.25,1975,292473,Townhouse,33.46788,-112.185021,Taylor Brooks,Urban Homes,185
HS0507,2024-08-27,9572 Maple Ln,Riverside,CA,35106,3,3.2,2203,0.29,1927,292435,Single Family,33.915291,-117.381843,Sam Carter,Hearthstone Realty,179
HS0343,2019-11-08,8562 Meadow St,Columbus,OH,44517,2,2.8,997,3.24,1943,122648,Townhouse,39.960882,-82.920687,Dana Kim,Urban Homes,122
HS0486,2020-12-19,2530 Lake Rd,Springfield,IL,69759,2,2.3,1929,0.7,2024,194772,Single Family,39.686232,-89.584185,Taylor Brooks,Urban Homes,61
HS0712,2019-07-28,2267 Park St,Riverside,CA,45895,2,1.5,1243,1.25,1911,220803,Condo,33.992893,-117.424732,Riley Smith,Lakeside Properties,135
HS0134,2023-09-03,5631 Highland St,Portland,OR,13718,2,2.9,1390,0.57,1973,193494,Single Family,45.477489,-122.643353,Logan Brown,Prime Realty,128
HS0704,2021-02-01,1042 Lake St,Austin,TX,90678,5,2.8,2577,2.88,2013,425247,Single Family,30.258304,-97.788741,Riley Smith,Hearthstone Realty,3
HS0312,2023-03-09,7865 Walnut Ln,Springfield,IL,27875,1,0.5,2202,1.24,1986,232610,Single Family,39.814662,-89.603221,Alex Morgan,Summit Brokers,143
HS0723,2022-04-22,122 Lake Terrace,Riverside,CA,52540,3,2.3,1182,3.32,2014,205983,Single Family,33.923424,-117.298788,Morgan Patel,Prime Realty,161
HS0630,2025-06-23,5229 Willow Ct,Riverside,CA,64747,4,3.0,2136,0.5,1917,328817,Single Family,33.872506,-117.381218,Taylor Brooks,Hearthstone Realty,189
HS0001,2023-09-25,509 Chestnut Ln,Riverside,CA,39256,2,1.3,3623,1.38,1911,399255,Multi-Family,33.967252,-117.345674,Alex Morgan,Prime Realty,24
HS0317,2024-05-19,5231 Birch Ln,Springfield,IL,93995,4,3.1,1730,3.93,2012,147101,Townhouse,39.74476,-89.605604,Sam Carter,Lakeside Properties,92
HS0707,2019-05-10,195 Lake Ln,Phoenix,AZ,24505,4,3.7,2089,1.29,1942,236410,Single Family,33.502924,-112.014006,Taylor Brooks,Urban Homes,123
HS0548,2024-07-20,3866 Walnut St,Springfield,IL,71636,1,1.0,526,1.53,2018,57017,Mobile Home,39.806837,-89.774764,Alex Morgan,Lakeside Properties,92
HS0873,2022-04-06,1960 Lake Ct,Columbus,OH,26784,3,2.7,1502,0.28,1903,183957,Condo,39.919223,-82.937952,Casey Nguyen,Summit Brokers,56
HS0533,2020-05-14,670 Oak Ln,Portland,OR,43158,4,3.2,3135,3.35,2003,625933,Single Family,45.568559,-122.664353,Dana Kim,Urban Homes,114
HS0478,2025-01-30,7707 Maple Ave,Columbus,OH,60446,3,2.6,1064,2.0,1989,119729,Townhouse,39.971316,-82.917207,Logan Brown,Urban Homes,202
HS0405,2025-02-16,993 River Blvd,Portland,OR,70762,2,3.1,2141,0.75,2020,409231,Townhouse,45.494652,-122.569493,Taylor Brooks,Lakeside Properties,106
HS0173,2025-06-30,5226 Sunset St,Columbus,OH,83731,1,0.9,1409,1.9,1974,210293,Condo,39.975028,-83.031336,Riley Smith,Hearthstone Realty,40
HS0126,2023-12-24,6101 Lake Ct,Burlington,VT,84349,1,1.6,3925,0.62,1947,610700,Multi-Family,44.466556,-73.234087,Jamie Rivera,Summit Brokers,36
HS0395,2019-05-01,5922 Spruce Ln,Columbus,OH,75700,2,2.1,4036,1.56,2013,457449,Multi-Family,40.028285,-83.115333,Dana Kim,Hearthstone Realty,58
HS0421,2020-01-15,7504 Spruce Ln,Columbus,OH,78825,3,3.6,1135,0.61,2016,114897,Townhouse,39.996382,-82.990842,Sam Carter,Summit Brokers,7
HS0553,2020-09-23,4033 Park Ave,Madison,WI,12688,2,1.8,1782,0.54,1996,247964,Single Family,42.98073,-89.395222,Jamie Rivera,Hearthstone Realty,126
HS0904,2019-12-20,2028 Hill Way,Columbus,OH,84471,5,3.6,1628,0.2,1923,214807,Multi-Family,39.996079,-83.040605,Taylor Brooks,Hearthstone Realty,152
HS0091,2019-12-16,5220 Sunset Terrace,Riverside,CA,97177,2,1.6,1886,0.11,2006,310832,Single Family,33.874287,-117.395397,Jamie Rivera,Lakeside Properties,25
HS0940,2021-03-29,6478 Meadow Ln,Portland,OR,31152,2,2.7,2374,0.43,2017,393609,Multi-Family,45.515081,-122.620291,Morgan Patel,Urban Homes,76
HS0182,2023-06-13,2392 Pine Terrace,Phoenix,AZ,17038,2,1.2,1406,0.19,1998,198443,Single Family,33.517614,-112.045805,Morgan Patel,Prime Realty,163
HS0275,2022-08-12,6709 Sunset Way,Phoenix,AZ,60242,1,1.7,823,3.2,1901,88798,Single Family,33.461658,-112.041903,Dana Kim,Urban Homes,5
HS0896,2022-02-11,5916 Spruce Terrace,Austin,TX,79558,4,3.3,605,0.77,2021,114995,Mobile Home,30.245506,-97.656992,Taylor Brooks,Lakeside Properties,144
HS0070,2023-12-09,6346 Park Blvd,Austin,TX,74923,3,1.5,3738,0.95,2011,871654,Multi-Family,30.163828,-97.747556,Jamie Rivera,Summit Brokers,117
HS0292,2020-11-03,135 Hill Terrace,Burlington,VT,93055,3,3.3,2372,0.19,2014,362544,Single Family,44.421352,-73.232641,Sam Carter,Urban Homes,184
HS0132,2021-07-12,7188 River St,Madison,WI,26274,4,3.0,3310,1.96,1990,357567,Single Family,43.081423,-89.376577,Morgan Patel,Summit Brokers,73
HS0301,2021-04-11,4812 Oak Ct,Seattle,WA,60797,2,2.2,2808,2.46,1932,632081,Single Family,47.583804,-122.395892,Logan Brown,Lakeside Properties,58
HS0425,2022-01-15,4583 Cedar St,Madison,WI,91650,3,1.8,3613,1.45,1940,465254,Single Family,43.12073,-89.377515,Taylor Brooks,Hearthstone Realty,147
HS0327,2022-03-07,2506 Oak Blvd,Portland,OR,43850,3,3.1,1037,0.25,2012,198643,Condo,45.514715,-122.682411,Jamie Rivera,Urban Homes,115
HS0145,2021-09-19,9660 Forest Blvd,Springfield,IL,78712,2,1.7,4166,1.14,1987,553548,Single Family,39.800055,-89.67639,Alex Morgan,Summit Brokers,180
HS0424,2023-12-12,468 Highland Rd,Albany,NY,93735,2,3.2,1985,1.0,1940,269100,Single Family,42.615476,-73.780465,Jamie Rivera,Hearthstone Realty,39
HS0581,2020-06-16,6019 Ridge Ave,Burlington,VT,29209,3,2.5,3219,1.02,2013,408437,Single Family,44.405445,-73.232532,Sam Carter,Urban Homes,115
HS0136,2024-03-25,2453 Hill Terrace,Columbus,OH,55268,1,1.7,2816,1.4,1930,343821,Single Family,39.952353,-83.038715,Jamie Rivera,Hearthstone Realty,116
HS0451,2025-05-07,1031 View Ln,Riverside,CA,88562,4,2.1,1216,0.74,1984,198193,Single Family,33.965759,-117.440875,Taylor Brooks,Prime Realty,179
HS0165,2019-07-19,356 Birch Ln,Phoenix,AZ,18819,2,2.2,1159,0.75,2011,138489,Condo,33.440563,-112.02088,Jordan Lee,Prime Realty,103
HS0029,2021-07-21,6367 Oak Way,Riverside,CA,39154,5,4.0,2030,0.79,2011,342154,Townhouse,34.090021,-117.391512,Jordan Lee,Prime Realty,169
HS0774,2020-10-21,6878 Pine Way,Springfield,IL,92009,3,2.1,849,0.26,1957,74736,Condo,39.79371,-89.587443,Taylor Brooks,Hearthstone Realty,3
HS0194,2020-09-09,9242 Highland Ln,Seattle,WA,68429,3,2.3,795,0.82,1964,204005,Condo,47.577116,-122.382838,Morgan Patel,Prime Realty,124
HS0389,2021-08-14,9830 Maple Rd,Columbus,OH,32184,3,1.2,2312,1.7,2018,323889,Single Family,39.927796,-82.948523,Jordan Lee,Hearthstone Realty,40
HS0853,2019-11-13,5736 Willow Ct,Portland,OR,86373,3,2.4,1309,0.62,1910,248892,Mobile Home,45.434579,-122.620709,Jordan Lee,Summit Brokers,129
HS0170,2025-08-03,3220 Oak Rd,Seattle,WA,59436,4,2.8,3234,0.82,1997,518010,Single Family,47.642581,-122.329503,Dana Kim,Urban Homes,123
HS0706,2020-10-24,6232 Spruce Terrace,Phoenix,AZ,66143,3,3.2,1155,3.14,1956,139659,Condo,33.445745,-112.101549,Taylor Brooks,Hearthstone Realty,192
HS0141,2020-08-13,4682 View Ave,Seattle,WA,26864,2,1.8,1036,0.43,1946,178315,Condo,47.627113,-122.312079,Jordan Lee,Summit Brokers,131
HS0174,2024-06-24,5504 Birch Ct,Burlington,VT,84683,2,1.9,2148,1.24,1997,352618,Single Family,44.483421,-73.193852,Sam Carter,Lakeside Properties,44
HS0007,2025-04-18,3556 Highland Terrace,Riverside,CA,37869,5,3.6,3587,2.42,1995,403927,Single Family,33.902846,-117.475365,Dana Kim,Hearthstone Realty,192
HS0746,2021-03-09,848 Oak Terrace,Austin,TX,22217,3,1.8,819,0.04,1964,178754,Mobile Home,30.182666,-97.792025,Morgan Patel,Lakeside Properties,186
HS0479,2020-12-18,5600 Oak Terrace,Riverside,CA,16758,3,3.5,1597,0.6,1946,187164,Single Family,33.960894,-117.333459,Dana Kim,Prime Realty,144
HS0074,2021-11-06,2885 Walnut Ave,Madison,WI,89887,4,2.6,2957,1.24,1959,479929,Single Family,43.067484,-89.412248,Sam Carter,Hearthstone Realty,171
HS0911,2023-11-17,5118 Walnut Way,Columbus,OH,81667,3,2.4,1528,0.43,1973,229756,Single Family,40.05291,-82.96888,Riley Smith,Lakeside Properties,63
HS0814,2019-09-07,4526 Cedar Terrace,Springfield,IL,87901,3,3.9,1336,2.29,2010,164714,Condo,39.730407,-89.646983,Jamie Rivera,Summit Brokers,173
HS0239,2020-10-15,527 Hill Ln,Madison,WI,13840,4,3.7,2024,0.14,1929,221187,Townhouse,43.002559,-89.459924,Jamie Rivera,Urban Homes,169
HS0146,2024-04-15,3225 Maple Way,Riverside,CA,51116,1,2.4,2937,0.94,1999,413868,Single Family,33.880899,-117.50614,Alex Morgan,Urban Homes,133
HS0793,2024-03-03,6656 Willow Ave,Burlington,VT,46416,5,3.0,725,2.43,1918,112622,Condo,44.553085,-73.207831,Jamie Rivera,Prime Realty,62
HS0235,2020-01-12,1476 Highland Rd,Columbus,OH,19828,3,3.5,1159,2.6,1916,120401,Single Family,39.960848,-82.93318,Morgan Patel,Prime Realty,11
HS0221,2020-04-20,6501 Highland Ave,Columbus,OH,50654,2,2.2,3110,0.49,1955,322118,Single Family,39.991557,-82.933242,Sam Carter,Summit Brokers,156
HS0924,2022-04-28,2091 Forest Way,Springfield,IL,58117,3,2.4,1090,2.89,1943,92391,Single Family,39.772893,-89.795076,Alex Morgan,Summit Brokers,69
HS0501,2025-04-07,6211 Forest Ct,Albany,NY,54605,2,2.6,1360,1.38,1924,192325,Single Family,42.638292,-73.861943,Logan Brown,Summit Brokers,137
HS0133,2025-07-06,4205 Willow Rd,Riverside,CA,26406,3,1.6,3185,1.08,1921,391954,Single Family,33.981069,-117.427344,Taylor Brooks,Urban Homes,169
HS0991,2021-07-15,6041 Meadow Ln,Seattle,WA,79582,2,2.7,1489,0.71,1981,318668,Single Family,47.579321,-122.275948,Taylor Brooks,Summit Brokers,157
HS0775,2024-11-07,9394 View St,Madison,WI,25362,3,1.9,2482,1.95,1920,393337,Single Family,43.097072,-89.404688,Casey Nguyen,Prime Realty,50
HS0186,2025-04-10,1624 View Terrace,Seattle,WA,60493,3,2.6,1076,0.26,2015,178521,Single Family,47.52655,-122.310076,Jordan Lee,Summit Brokers,134
HS0042,2023-07-15,3713 Forest Ln,Portland,OR,45774,2,3.3,1014,2.81,2002,150059,Condo,45.568446,-122.710383,Taylor Brooks,Lakeside Properties,33
HS0697,2021-12-31,9804 Elm Rd,Austin,TX,11244,3,2.9,3554,2.66,1972,497795,Single Family,30.299086,-97.720605,Alex Morgan,Hearthstone Realty,182
HS0109,2021-01-08,6271 Hill Blvd,Seattle,WA,97833,3,2.3,2894,0.8,1939,685314,Single Family,47.617933,-122.319462,Jordan Lee,Hearthstone Realty,197
HS0589,2024-12-18,1495 Willow St,Seattle,WA,84743,1,0.9,2970,0.35,2019,512401,Single Family,47.58696,-122.317668,Taylor Brooks,Prime Realty,71
HS0057,2025-05-18,9243 Sunset Ln,Riverside,CA,78494,1,1.3,1039,1.0,1939,114351,Mobile Home,34.016857,-117.357657,Logan Brown,Prime Realty,157
HS0406,2020-11-02,7487 Maple Blvd,Columbus,OH,69464,0,1.4,3547,1.95,1941,321737,Single Family,39.984064,-82.926009,Jamie Rivera,Prime Realty,30
HS0443,2019-04-22,5081 Highland Rd,Portland,OR,18050,2,2.3,3352,0.65,1937,709212,Single Family,45.508475,-122.652746,Casey Nguyen,Lakeside Properties,22
HS0758,2024-11-19,1469 Elm Ave,Madison,WI,45901,5,4.2,2226,10.42,1953,223778,Single Family,43.116637,-89.353759,Jordan Lee,Hearthstone Realty,48
HS0998,2021-10-26,7008 Oak Ave,Phoenix,AZ,46726,3,2.4,2200,3.0,1985,384101,Single Family,33.493727,-112.070387,Morgan Patel,Prime Realty,4
HS0025,2020-10-23,932 Pine Ct,Albany,NY,46265,2,2.8,608,0.42,1933,92341,Condo,42.683482,-73.695346,Sam Carter,Summit Brokers,181
HS0468,2019-06-26,4628 Oak Ln,Burlington,VT,24769,4,1.9,1314,0.42,2018,137692,Single Family,44.45522,-73.117716,Alex Morgan,Hearthstone Realty,73
HS0540,2019-02-27,915 Park Ct,Madison,WI,88694,1,1.2,2484,0.8,1915,261167,Multi-Family,43.075713,-89.45423,Dana Kim,Lakeside Properties,198
HS0532,2023-02-15,5285 Meadow Ct,Riverside,CA,72240,1,2.0,1915,1.23,1991,235034,Single Family,33.922932,-117.400061,Casey Nguyen,Prime Realty,166
HS0619,2020-12-02,2348 Park Ave,Springfield,IL,54352,2,3.5,1999,3.5,1984,172666,Townhouse,39.854601,-89.72491,Dana Kim,Summit Brokers,112
HS0695,2025-06-01,3740 Park Ave,Phoenix,AZ,26187,3,1.9,1604,1.88,1944,176975,Single Family,33.467554,-112.114238,Casey Nguyen,Summit Brokers,70
HS0927,2022-10-15,1353 Hill Terrace,Springfield,IL,15018,3,2.6,1135,0.35,1910,114298,Mobile Home,39.831483,-89.730852,Casey Nguyen,Lakeside Properties,103
HS0339,2025-03-01,5885 Park Ct,Phoenix,AZ,86818,3,2.2,1650,1.25,1911,266980,Single Family,33.557782,-112.168724,Casey Nguyen,Summit Brokers,150
HS0052,2025-03-17,7442 Maple Ave,Austin,TX,48566,0,1.2,1124,0.88,1960,216035,Condo,30.226289,-97.638481,Dana Kim,Hearthstone Realty,109
HS0508,2022-07-11,3133 Ridge Ave,Portland,OR,33704,2,2.5,2111,2.06,1914,263458,Single Family,45.459286,-122.607228,Jamie Rivera,Lakeside Properties,29
HS0517,2024-04-08,2303 Spruce Ct,Phoenix,AZ,73891,1,2.7,1028,0.98,1973,127541,Condo,33.490216,-112.062059,Sam Carter,Summit Brokers,41
HS0921,2019-08-12,2209 Highland Ct,Columbus,OH,99954,2,2.6,3451,1.32,1998,434077,Single Family,39.891655,-83.022917,Casey Nguyen,Lakeside Properties,67
HS0782,2021-05-19,5488 Willow Way,Springfield,IL,84379,2,0.9,2103,0.72,1977,239669,Single Family,39.834124,-89.625711,Dana Kim,Urban Homes,27
HS0265,2019-02-06,2769 Highland Ln,Springfield,IL,39012,3,3.2,1599,0.33,1902,138910,Single Family,39.761597,-89.623887,Sam Carter,Urban Homes,166
HS0818,2024-05-21,454 Walnut Blvd,Madison,WI,96175,3,3.6,1912,1.66,1960,202604,Single Family,43.088492,-89.297789,Casey Nguyen,Hearthstone Realty,171
HS0711,2021-02-11,4417 Birch Ct,Riverside,CA,36006,2,2.9,2580,0.24,1923,440617,Single Family,33.988262,-117.457033,Logan Brown,Urban Homes,59
HS0683,2022-10-18,6269 Sunset Blvd,Madison,WI,17383,3,2.3,1298,0.54,1965,212735,Single Family,43.12921,-89.382711,Logan Brown,Lakeside Properties,39
HS0833,2022-12-05,1420 Meadow Way,Portland,OR,26969,2,1.0,2154,0.5,1928,330171,Single Family,45.566374,-122.68417,Riley Smith,Lakeside Properties,78
HS0519,2023-01-03,839 Elm Terrace,Portland,OR,55727,3,1.3,3997,2.25,1944,506657,Single Family,45.486391,-122.682778,Riley Smith,Hearthstone Realty,15
HS0448,2022-01-21,6358 Hill St,Austin,TX,22761,4,1.7,1329,0.12,1983,199313,Condo,30.129825,-97.768087,Morgan Patel,Hearthstone Realty,69
HS0019,2022-07-08,9205 Forest Blvd,Phoenix,AZ,34890,1,1.8,2000,0.77,1995,223508,Single Family,33.465391,-112.074369,Alex Morgan,Prime Realty,150
HS0716,2020-05-07,9748 River Terrace,Columbus,OH,41228,1,1.6,3387,0.37,1916,401660,Multi-Family,39.951787,-82.939144,Alex Morgan,Summit Brokers,168
HS0484,2025-06-28,7372 Maple Rd,Phoenix,AZ,34780,2,2.3,530,0.15,1952,59843,Condo,33.433357,-112.134474,Morgan Patel,Hearthstone Realty,125
HS0569,2022-10-25,623 Pine Terrace,Seattle,WA,66442,2,2.2,1534,1.15,1933,294224,Single Family,47.717234,-122.331659,Morgan Patel,Prime Realty,198
HS0434,2021-03-12,9615 Maple Blvd,Madison,WI,96623,1,1.0,1078,0.27,1957,108344,Condo,43.102851,-89.429071,Jordan Lee,Hearthstone Realty,77
HS0368,2025-07-08,5416 Maple Blvd,Phoenix,AZ,46188,2,1.6,2889,4.64,1905,462390,Single Family,33.42161,-112.159368,Sam Carter,Summit Brokers,40
HS0084,2019-03-29,9020 Lake St,Columbus,OH,62184,3,1.5,2350,1.72,1927,231523,Single Family,39.923037,-83.089044,Alex Morgan,Hearthstone Realty,63
HS0062,2022-02-13,9719 Maple Rd,Portland,OR,85529,4,2.5,1555,1.64,2017,313782,Condo,45.439088,-122.583427,Taylor Brooks,Summit Brokers,112
HS0639,2019-10-01,9416 Cedar Ct,Madison,WI,15723,4,2.5,2126,0.3,1985,321244,Single Family,43.105568,-89.36064,Jordan Lee,Lakeside Properties,106
HS0273,2021-01-08,6868 Oak Blvd,Albany,NY,28004,2,2.6,1495,0.42,2010,228672,Single Family,42.674016,-73.711243,Jamie Rivera,Lakeside Properties,86
HS0286,2021-12-07,5975 View St,Phoenix,AZ,99714,2,1.9,1650,0.37,1908,175177,Single Family,33.437157,-112.1065,Morgan Patel,Prime Realty,181
HS0361,2023-05-16,9081 Lake Ln,Springfield,IL,63967,2,1.2,1175,0.29,1982,148210,Condo,39.83461,-89.603222,Riley Smith,Urban Homes,68
HS0355,2019-11-24,6050 Highland Way,Austin,TX,64262,3,2.3,1539,3.11,1932,257305,Single Family,30.31038,-97.714118,Jordan Lee,Urban Homes,102
HS0457,2019-11-26,5563 Spruce Ct,Columbus,OH,17234,5,2.8,2376,0.28,1943,273461,Multi-Family,39.920191,-83.061369,Sam Carter,Hearthstone Realty,166
HS0279,2021-04-21,423 Oak Ave,Riverside,CA,64627,5,4.4,2861,1.84,1919,445803,Single Family,33.948023,-117.405418,Alex Morgan,Hearthstone Realty,108
HS0013,2021-07-09,7032 Willow Ln,Portland,OR,50857,2,2.5,2406,1.02,1931,392687,Single Family,45.465637,-122.637814,Jamie Rivera,Hearthstone Realty,6
HS0183,2023-04-06,7481 Forest Ln,Albany,NY,56636,4,2.8,1786,1.48,1984,170245,Condo,42.643155,-73.728546,Jamie Rivera,Summit Brokers,76
HS0369,2022-12-27,1566 Birch Blvd,Columbus,OH,75525,3,2.2,1201,0.85,1907,177267,Condo,40.030563,-82.941469,Taylor Brooks,Summit Brokers,203
HS0882,2023-06-16,382 Forest Ct,Phoenix,AZ,58855,2,2.1,1417,1.35,1903,166300,Condo,33.552636,-112.124396,Jordan Lee,Lakeside Properties,95
HS0616,2022-09-19,160 Birch Ln,Burlington,VT,71149,2,2.3,1478,0.43,2004,219971,Townhouse,44.446868,-73.242669,Riley Smith,Urban Homes,103
HS0224,2021-07-24,1008 Forest Blvd,Columbus,OH,58193,2,1.4,780,0.14,1914,98372,Condo,39.950137,-83.012641,Dana Kim,Prime Realty,12
HS0573,2024-10-15,2583 River Ct,Burlington,VT,39908,2,2.2,3094,0.72,2021,356129,Multi-Family,44.480455,-73.121773,Morgan Patel,Prime Realty,114
HS0971,2020-09-08,451 Park Rd,Phoenix,AZ,10832,1,0.6,4280,2.78,1954,494104,Single Family,33.385212,-112.142528,Casey Nguyen,Urban Homes,150
HS0654,2024-03-28,3445 Elm Ave,Madison,WI,32764,4,3.7,4061,0.21,1992,671154,Single Family,42.922718,-89.372641,Casey Nguyen,Urban Homes,185
HS0546,2022-02-24,1568 Hill Ct,Madison,WI,28585,4,2.7,1993,0.25,2024,331698,Single Family,43.098112,-89.42788,Morgan Patel,Lakeside Properties,73
HS0583,2024-02-09,2768 Elm Blvd,Phoenix,AZ,73539,2,2.0,2744,0.35,1927,354351,Single Family,33.521179,-112.033627,Sam Carter,Prime Realty,192
HS0634,2024-11-17,8105 Maple Blvd,Portland,OR,36083,2,2.1,1326,1.35,1984,202838,Single Family,45.5337,-122.710236,Jamie Rivera,Lakeside Properties,15
HS0177,2023-10-30,9138 Sunset St,Seattle,WA,12192,5,4.1,3567,0.78,2004,780888,Single Family,47.63442,-122.314322,Taylor Brooks,Prime Realty,25
HS0666,2021-08-19,1889 Walnut Ave,Portland,OR,48420,3,1.8,1431,2.53,1974,185507,Single Family,45.498493,-122.701187,Sam Carter,Lakeside Properties,173
HS0674,2020-01-06,3710 Chestnut Way,Albany,NY,97897,3,2.5,1159,0.9,1962,160668,Condo,42.614474,-73.704385,Morgan Patel,Urban Homes,148
HS0586,2022-10-15,134 Cedar Terrace,Austin,TX,18855,5,2.9,790,3.68,2015,138305,Condo,30.300435,-97.770746,Riley Smith,Lakeside Properties,185
HS0874,2019-08-12,1096 Meadow Terrace,Phoenix,AZ,44289,3,2.1,2440,0.06,1933,249338,Single Family,33.507707,-111.996984,Casey Nguyen,Lakeside Properties,187
HS0394,2023-05-31,3358 River Way,Madison,WI,83490,2,1.9,1044,0.73,1962,145907,Single Family,43.004219,-89.429439,Taylor Brooks,Prime Realty,89
HS0164,2021-02-11,4988 Ridge Ct,Springfield,IL,79721,3,3.4,2804,3.98,1935,236596,Single Family,39.806402,-89.637066,Jamie Rivera,Prime Realty,208
HS0249,2020-11-06,2736 Pine Ave,Phoenix,AZ,54295,4,3.6,2986,14.34,1983,495158,Single Family,33.433623,-112.066384,Logan Brown,Lakeside Properties,41
HS0635,2019-10-09,8595 Maple Blvd,Columbus,OH,52830,2,2.3,2236,0.27,1961,240450,Single Family,39.902537,-83.00404,Riley Smith,Urban Homes,34
HS0886,2024-10-30,8013 River Ave,Austin,TX,23768,3,2.5,1318,0.4,1920,279495,Townhouse,30.267568,-97.817027,Jamie Rivera,Urban Homes,51
HS0670,2022-08-26,7885 River Ct,Austin,TX,96537,2,2.7,1782,0.22,1905,262069,Single Family,30.217967,-97.782726,Sam Carter,Urban Homes,156
HS0376,2019-08-27,8151 Pine Way,Burlington,VT,93744,3,3.1,2069,3.22,2001,210963,Townhouse,44.399345,-73.186387,Logan Brown,Hearthstone Realty,136
HS0413,2019-08-27,4897 Forest Blvd,Riverside,CA,25993,2,1.5,2282,0.54,1926,280508,Single Family,33.877004,-117.365306,Jamie Rivera,Summit Brokers,187
HS0075,2021-10-21,7722 Spruce Blvd,Springfield,IL,19681,4,2.6,1369,1.79,1954,134352,Condo,39.900407,-89.665636,Sam Carter,Hearthstone Realty,51
HS0114,2021-06-28,2142 Spruce Ave,Seattle,WA,31012,2,2.1,2508,0.83,2016,537112,Single Family,47.579212,-122.371015,Sam Carter,Hearthstone Realty,7
HS0599,2019-01-09,4573 Birch Terrace,Austin,TX,54778,3,1.9,3002,4.08,1917,465226,Multi-Family,30.337711,-97.750354,Logan Brown,Lakeside Properties,2
HS0962,2023-04-16,2392 Ridge Rd,Columbus,OH,12553,4,3.0,1848,0.69,1954,185930,Single Family,40.05581,-83.042986,Morgan Patel,Summit Brokers,144
HS0391,2019-03-17,3524 Meadow Ln,Columbus,OH,36712,3,1.7,1235,1.01,1918,160878,Condo,39.969941,-82.990567,Riley Smith,Summit Brokers,170
HS0105,2024-05-02,9833 River Ct,Riverside,CA,70648,2,3.5,934,0.33,1941,155998,Condo,34.022729,-117.529168,Dana Kim,Urban Homes,16
HS0115,2022-10-05,972 Park Terrace,Phoenix,AZ,40903,0,0.5,2658,1.74,1912,398825,Single Family,33.424943,-112.047653,Taylor Brooks,Urban Homes,10
HS0418,2023-08-23,2324 Forest Blvd,Springfield,IL,92208,4,2.4,2393,0.78,2004,233462,Single Family,39.798393,-89.578532,Alex Morgan,Summit Brokers,77
HS0526,2020-09-08,4489 Meadow Ct,Austin,TX,84202,1,2.8,4156,3.29,1930,800278,Single Family,30.322495,-97.771297,Casey Nguyen,Lakeside Properties,106
HS0458,2024-06-15,2993 Meadow St,Burlington,VT,60353,4,3.4,705,0.83,1945,75986,Condo,44.492103,-73.269485,Jamie Rivera,Lakeside Properties,189
HS0410,2019-07-20,9950 View St,Riverside,CA,42075,3,2.0,2115,0.52,1926,263797,Townhouse,33.934775,-117.466478,Taylor Brooks,Urban Homes,15
HS0093,2022-02-15,5861 Cedar Ln,Albany,NY,30280,1,1.8,3057,3.48,1997,465710,Single Family,42.62823,-73.736009,Logan Brown,Urban Homes,207
HS0931,2022-09-08,5418 Birch Ave,Springfield,IL,90135,2,1.3,1088,0.65,1981,120590,Condo,39.816853,-89.676484,Dana Kim,Lakeside Properties,122
HS0090,2022-10-20,7148 Cedar Ave,Portland,OR,95814,4,3.2,2941,7.97,1952,608510,Multi-Family,45.565161,-122.695404,Sam Carter,Lakeside Properties,107
HS0337,2024-10-23,6664 View Rd,Phoenix,AZ,88311,2,2.4,1096,0.79,1925,149418,Single Family,33.464903,-112.043004,Casey Nguyen,Urban Homes,9
HS0989,2019-12-06,7594 Cedar Ave,Burlington,VT,82150,4,4.2,1981,0.46,2025,301085,Single Family,44.468295,-73.134813,Dana Kim,Urban Homes,102
HS0922,2023-10-03,9989 Ridge Terrace,Riverside,CA,72068,2,0.6,2424,0.7,2025,326680,Townhouse,33.883346,-117.472214,Dana Kim,Lakeside Properties,173
HS0934,2025-05-02,4881 Hill Way,Albany,NY,98408,3,3.1,3427,1.0,1945,325471,Single Family,42.686893,-73.863887,Riley Smith,Lakeside Properties,196
HS0606,2021-07-13,8823 Ridge Terrace,Phoenix,AZ,10676,2,2.0,1657,1.71,1994,211076,Townhouse,33.455552,-112.031519,Riley Smith,Prime Realty,64
HS0594,2022-01-07,5315 Ridge Ct,Springfield,IL,18579,1,0.7,3285,0.17,1902,304130,Multi-Family,39.762559,-89.656286,Dana Kim,Summit Brokers,173
HS0612,2019-06-30,8437 Chestnut Terrace,Madison,WI,65182,2,1.8,2441,0.71,2002,241236,Single Family,43.121115,-89.378076,Alex Morgan,Urban Homes,80
HS0095,2023-09-16,9378 Park Ave,Madison,WI,28595,2,2.8,3178,0.64,1948,357544,Single Family,43.121293,-89.352522,Sam Carter,Hearthstone Realty,41
